simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,redshift,mass1_detector,mass2_detector,mass1_source,mass2_source,radius2,compactness2,mej_tot,mej_dyn,mej_wind,phi,costheta,distmean,diststd
1249,63167.4873,1634989321.56,5.2307013,0.90195741,299.697108,51.678353,0.40766711,1640.4398,19.106662,1.6445105,-0.88692657,0.03638473,0.3061521,19.106662,1.6445105,14.6282064,1.2590498,11.748708,0.2067,0.0,0.0,0.0,22.54692,0.918048,1544.400091,523.628694
1250,61044.0325,1451522830.14,0.28823643,0.11121901,16.514731,6.37238,1.2906828,1192.8902,16.741055,1.6420009,0.44957412,0.034585954,0.2315282,16.741055,1.6420009,13.5937246,1.3333035,11.751418,0.20634,0.0,0.0,0.0,24.670896,0.276465,2250.24891,674.5298
1251,63124.7596,1631297650.89,4.4486294,-0.7826441,254.887689,-44.842204,2.3504613,670.51172,22.768466,1.6047965,0.71206213,0.017635255,0.1375451,22.768466,1.6047965,20.0154408,1.4107542,11.785899,0.20108,0.0,0.0,0.0,54.570821,0.703041,771.863429,157.091329
1252,63921.9607,1700175825.41,1.3529112,-0.52930983,77.516102,-30.327219,0.88193373,1278.0006,10.091787,1.8349778,-0.081879894,-0.020801708,0.2460821,10.091787,1.8349778,8.0988139,1.4725978,11.486737,0.2359,0.0,0.0,0.0,58.950352,0.63566,1399.617201,507.607969
1253,63032.3253,1623311321.67,2.5071486,0.85292573,143.649033,48.869045,0.86728568,1693.4884,13.79647,1.7163678,0.34778371,0.023083631,0.3147104,13.79647,1.7163678,10.4939236,1.3055102,11.666582,0.21725,0.0,0.0,0.0,31.061111,0.646899,2338.66768,724.632795
1254,61618.6803,1501172397.29,0.89610785,-0.80750275,51.343198,-46.2665,2.5723449,1868.5954,16.731239,1.6751392,-0.70299642,-0.018145433,0.3425824,16.731239,1.6751392,12.4619829,1.2476994,11.71604,0.21114,0.0,0.0,0.0,39.858004,0.842307,1913.455253,553.863608
1255,61305.26,1474092882.59,0.34302647,0.43319658,19.653969,24.820336,0.98506698,2206.9194,9.5856256,1.886881,0.13619072,-0.049596317,0.3949481,9.5856256,1.886881,6.8716719,1.3526532,11.378802,0.24488,0.0,0.0,0.0,28.726408,0.552807,2328.334227,632.141511
1256,62767.6007,1600439117.91,5.8624241,-1.1102586,335.892159,-63.613132,2.3396561,1019.2312,7.6084582,1.5970505,-0.3977187,0.043018228,0.2012284,7.6084582,1.5970505,6.3338981,1.3295145,11.793382,0.19998,0.0,0.0,0.0,60.25653,0.695316,1523.435796,554.925896
1257,64245.0703,1728092495.69,3.5376777,0.019544734,202.694001,1.119831,2.7084131,1592.0218,17.000319,1.8476358,-0.9379279,0.020751141,0.2982919,17.000319,1.8476358,13.0943734,1.4231282,11.462201,0.23804,0.0,0.0,0.0,19.508374,0.907636,1607.177214,546.521814
1258,61177.9368,1463092159.88,4.3128221,-1.0954951,247.106504,-62.767246,0.91316677,595.52336,11.842982,1.4081317,-0.73343827,0.039061187,0.1232734,11.842982,1.4081317,10.5432766,1.2535966,11.919072,0.17446,0.0,0.0,0.0,40.630266,0.611242,768.140785,244.133869
1259,61469.4748,1488281042.1,1.4391656,1.1322704,82.458115,64.874315,0.30623771,1464.7319,9.193554,2.0563388,-0.63593333,-0.021138638,0.2773948,9.193554,2.0563388,7.1971124,1.6097911,10.526612,0.28847,0.0,0.0,0.0,71.122208,0.953475,1125.03198,335.456008
1260,62016.4482,1535539545.58,6.2744562,0.8908847,359.499859,51.043933,0.98843976,392.93299,41.217039,1.3227681,0.15246043,0.043173102,0.0834982,41.217039,1.3227681,38.0407099,1.220831,11.957236,0.16336,0.0,0.0,0.0,54.163159,0.549994,530.901743,80.730965
1261,61929.7411,1528048051.38,2.3061212,-0.48853187,132.131012,-27.990814,0.67184504,171.84327,24.064818,1.4279277,-0.10450566,0.03817892,0.0377081,24.064818,1.4279277,23.1903528,1.3760398,11.91004,0.17705,0.0,0.0,0.0,24.155187,0.782675,193.631643,23.075285
1262,61521.0099,1492733675.45,6.1275497,0.13985976,351.082737,8.013374,2.0207947,620.08496,12.574785,1.3971288,0.64114227,0.0079104096,0.127973,12.574785,1.3971288,11.1481262,1.238619,11.926199,0.173,0.0,0.0,0.0,57.36195,0.434964,1072.718373,325.337047
1263,63431.9444,1657838414.49,2.6555145,0.16108476,152.149773,9.229477,2.403998,1156.8321,8.0382333,1.5978153,0.62734041,0.048043142,0.2253053,8.0382333,1.5978153,6.5601879,1.304014,11.79264,0.20009,0.0,0.0,0.0,18.9864,0.740088,1460.52867,524.295844
1264,62426.7789,1570992116.76,2.8227232,0.85528473,161.730126,49.004205,2.6735842,2325.5361,31.674543,1.9203904,-0.19165562,-0.033234669,0.4128914,31.674543,1.9203904,22.4182427,1.3591918,11.293231,0.25111,0.0,0.0,0.0,33.565338,0.892468,1982.622864,597.892235
