head,dim,component,omega_scaled,period_scaled,period_days,dim_name
3,7,periodic,7.810161113739014,0.8044885993003845,80.44885993003845,dim_007
3,8,periodic,7.991874694824219,0.7861967086791992,78.61967086791992,dim_008
3,9,periodic,9.9768705368042,0.6297751665115356,62.977516651153564,dim_009
3,10,periodic,9.165948867797852,0.6854920983314514,68.54920983314514,dim_010
3,11,periodic,12.265739440917969,0.5122549533843994,51.22549533843994,dim_011
3,12,periodic,9.70258617401123,0.6475784182548523,64.75784182548523,dim_012
3,13,periodic,11.853228569030762,0.5300822257995605,53.008222579956055,dim_013
3,14,periodic,21.42499542236328,0.2932642698287964,29.32642698287964,dim_014
3,15,periodic,11.675938606262207,0.538131058216095,53.8131058216095,dim_015
3,16,periodic,16.034954071044922,0.3918430507183075,39.18430507183075,dim_016
3,17,periodic,17.665618896484375,0.3556731045246124,35.56731045246124,dim_017
3,18,periodic,21.840822219848633,0.28768080472946167,28.768080472946167,dim_018
3,19,periodic,19.55196762084961,0.32135820388793945,32.135820388793945,dim_019
3,20,periodic,21.34990882873535,0.29429566860198975,29.429566860198975,dim_020
3,21,periodic,19.484254837036133,0.32247501611709595,32.247501611709595,dim_021
3,22,periodic,23.053499221801758,0.27254801988601685,27.254801988601685,dim_022
3,23,periodic,24.658870697021484,0.25480425357818604,25.480425357818604,dim_023
3,24,periodic,32.726158142089844,0.19199275970458984,19.199275970458984,dim_024
3,25,periodic,36.97773742675781,0.16991806030273438,16.991806030273438,dim_025
3,26,periodic,32.023014068603516,0.1962084323167801,19.62084323167801,dim_026
3,27,periodic,46.675315856933594,0.1346147358417511,13.46147358417511,dim_027
3,28,periodic,33.46579360961914,0.1877494901418686,18.77494901418686,dim_028
3,29,periodic,31.948261260986328,0.19666752219200134,19.666752219200134,dim_029
3,30,periodic,44.93086624145508,0.13984118402004242,13.984118402004242,dim_030
3,31,periodic,46.67270278930664,0.13462227582931519,13.462227582931519,dim_031
3,32,periodic,49.29990005493164,0.12744824588298798,12.744824588298798,dim_032
3,33,periodic,57.49800109863281,0.10927659273147583,10.927659273147583,dim_033
3,34,periodic,50.64387512207031,0.12406604737043381,12.40660473704338,dim_034
3,35,periodic,64.46893310546875,0.09746067225933075,9.746067225933075,dim_035
3,36,periodic,68.48661041259766,0.09174326807260513,9.174326807260513,dim_036
3,37,periodic,72.29469299316406,0.08691073954105377,8.691073954105377,dim_037
3,38,periodic,89.78971099853516,0.06997667253017426,6.9976672530174255,dim_038
3,39,periodic,91.60662841796875,0.06858876347541809,6.858876347541809,dim_039
3,40,periodic,104.2904281616211,0.06024700030684471,6.024700030684471,dim_040
3,41,periodic,100.2258529663086,0.06269026547670364,6.269026547670364,dim_041
3,42,periodic,111.05110931396484,0.05657922476530075,5.657922476530075,dim_042
3,43,periodic,118.73075103759766,0.05291961506009102,5.291961506009102,dim_043
3,44,periodic,118.9847183227539,0.052806660532951355,5.2806660532951355,dim_044
3,45,periodic,176.20347595214844,0.035658691078424454,3.5658691078424454,dim_045
3,46,periodic,161.8776092529297,0.03881441801786423,3.8814418017864227,dim_046
3,47,periodic,139.87753295898438,0.04491918906569481,4.491918906569481,dim_047
3,48,periodic,191.43467712402344,0.03282156214118004,3.282156214118004,dim_048
3,49,periodic,217.2380828857422,0.02892303839325905,2.892303839325905,dim_049
3,50,periodic,200.9619140625,0.03126555308699608,3.126555308699608,dim_050
3,51,periodic,206.50489807128906,0.030426327139139175,3.0426327139139175,dim_051
3,52,periodic,233.6725616455078,0.02688884548842907,2.688884548842907,dim_052
3,53,periodic,262.8169860839844,0.023907074704766273,2.3907074704766273,dim_053
3,54,periodic,289.26593017578125,0.021721139550209045,2.1721139550209045,dim_054
3,55,periodic,319.01947021484375,0.019695304334163666,1.9695304334163666,dim_055
3,56,periodic,346.84844970703125,0.018115075305104256,1.8115075305104256,dim_056
3,57,periodic,427.5183410644531,0.01469687931239605,1.469687931239605,dim_057
3,58,periodic,376.5020446777344,0.01668831706047058,1.668831706047058,dim_058
3,59,periodic,414.67572021484375,0.015152045525610447,1.5152045525610447,dim_059
3,60,periodic,476.5677185058594,0.013184244744479656,1.3184244744479656,dim_060
3,61,periodic,643.9118041992188,0.009757835417985916,0.9757835417985916,dim_061
3,62,periodic,624.8218383789062,0.010055962949991226,1.0055962949991226,dim_062
3,63,periodic,676.014404296875,0.00929445493966341,0.929445493966341,dim_063
