simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
210	4.103163	-0.31443104	0.92755136	362.78141	6.7435247	1.1728742	0.29784578	-0.24152072
211	1.2799578	-1.1389898	2.666361	913.71824	5.795209	1.4447781	0.30317306	0.33772968
212	2.6666085	0.70821906	3.0565146	274.31567	4.0124191	1.2899187	0.77708489	0.42695257
213	0.52587743	-0.65644444	0.87889072	265.61283	9.9146699	1.3571954	0.76775588	-0.025886981
214	1.8708206	0.9632022	2.5008646	633.73799	18.976101	1.4740485	0.92721774	0.36822574
215	5.0513997	-0.057023237	2.8745697	893.99992	11.400259	1.3719784	0.78077244	0.070493425
216	2.7486158	-0.26235683	1.0716145	743.15322	14.049073	1.3390198	0.96771011	-0.094474353
217	1.8881612	-0.50568656	3.1092636	764.48638	22.953474	1.5501016	0.95654326	-0.29123123
218	0.57402525	-0.96596158	2.562978	620.62017	10.208098	1.239595	0.53879339	0.10528867
219	1.255079	-0.60213964	0.65152819	235.97928	7.0116261	1.2286459	0.53991274	-0.0012413584
220	3.7143256	0.76482573	1.9556277	351.82087	14.614721	1.3307792	0.94016547	-0.0036674191
221	5.6519487	-0.90815971	2.8077484	943.00653	6.0891874	1.5366424	0.60474705	-0.12249715
222	0.34589892	-0.053225089	0.68914051	394.37091	20.173399	1.3963849	0.9328622	-0.21212958
223	6.0662607	0.78346377	0.63964896	393.92321	3.6291474	1.6258768	0.7625354	-0.1246567
224	2.8546301	0.34737382	2.6491098	328.44776	5.5367459	1.2335014	0.18760907	-0.40312936
225	0.1397016	0.75396968	1.9727192	780.91567	9.7627562	1.4420621	0.73151429	0.25634242
226	1.269235	-0.071244446	1.7044947	191.31341	7.8986041	1.1735226	0.88478613	-0.13248166
227	0.37158894	-0.69016472	2.7650769	940.94393	9.2203376	1.7478342	0.8595591	0.3827166
228	0.53652085	0.2039978	0.79802765	436.96565	14.937512	1.2370432	0.86087055	0.13812951
229	4.3465152	0.087535434	1.1765024	450.92585	10.775244	1.3973289	0.7308162	0.35916914
230	5.4878775	-1.3162647	2.3859506	742.31131	18.325604	1.2226815	0.9326586	-0.18678476
231	4.0606186	1.121151	0.45475101	582.98771	15.385893	1.1366366	0.9892845	0.39667359
232	1.8920501	-1.1109766	2.7431914	799.45318	4.8562083	1.9534825	0.98261288	-0.22468541
233	0.39678079	0.31379072	1.4589921	436.70522	11.638614	1.6532148	0.92575152	-0.10132365
234	2.5877889	0.92608618	0.40562895	930.7171	20.561971	1.8274928	0.98606384	0.096549333
235	0.58473948	-1.0205003	1.1213752	553.0076	5.6653316	1.7553332	0.81775698	-0.40086062
236	3.7384431	0.16600452	0.63047295	771.8389	8.2277341	2.0463305	0.98870722	-0.18246187
237	5.9867588	0.28799995	2.6250073	409.5985	3.2745272	1.1261515	0.48190925	-0.4898674
238	5.7931377	-0.071982472	0.41152005	719.32884	11.04192	1.8984965	0.93216697	0.065651175
239	5.267136	0.45642234	2.0429903	229.91251	8.3617603	1.1714415	0.89961307	0.24607748
